NAME,ETHNICITY,SEX,LOC,ETHNICITY_RECAT,ETHNICITY_RECAT_V2,ETHNICITY_RECAT_V3,ETHNICITY_RECAT_V4
Philoméne Trudeau,others,Female,"C, Toronto (west/ouest) (city/cité), Ontario, Canada",others,others,others,others
Fanny Ross,it,Male,"B, Leeds & Grenville (north/nord), Ontario, Canada",it,it,it,it
Archie Mcneil,fr,Male,"F, Victoria, Nova Scotia, Canada",fr,fr,fr,fr
Joseph Lablanc,others,Female,"G, Pictou, Nova Scotia, Canada",others,others,others,others
Alexan Irena Perreault,rus,Male,"E, York (north/nord), Ontario, Canada",rus,rus,rus,rus
Sophie F Gladue,others,Female,"C, Winnipeg (city/cité), Manitoba, Canada",others,others,others,others
Nellie M Goodlet,ab,Male,"I, Grey (east/est), Ontario, Canada",ab,inuit,inuit,inuit
William A Leod,sc,Male,"Q, Kings, Nova Scotia, Canada",sc,sc,sc,sc
Jessie Duguid,it,Male,"F2, Alberta, The Territories, Canada",it,it,it,it
Kershsepahkayjeck,ir,Male,"Book/Livre 1, Algoma, Ontario, Canada",ir,ir,ir,ir
Joseph H Doucett,rus,Male,"I, Temiscouata, Quebec, Canada",rus,rus,rus,rus
Adam B Dockstater,sc,Male,"F, Maisonneuve, Quebec, Canada",sc,sc,sc,sc
Marie Desjardin,rus,Male,"O, Chicoutimi & Saguenay, Quebec, Canada",rus,rus,rus,rus
Nathalie Picard,ch,Male,"I, Gloucester, New Brunswick, Canada",ch,ch,ch,ch
Sanford Merritts,ch,Male,"A, Middlesex (north/nord), Ontario, Canada",ch,ch,ch,ch
Lucienne Laberge,en,Female,"F, Halifax (city/cité), Nova Scotia, Canada",en,en,en,en
Rosa Lusignan,ab,Male,"I, Oxford (south/sud), Ontario, Canada",ab,inuit,inuit,inuit
Maggie J Shearwood,en,Female,"B, Renfrew (north/nord), Ontario, Canada",en,en,en,en
William Mcintosh,sc,Female,"A, Montréal (city/cité), Quebec, Canada",sc,sc,sc,sc
Elizebeth M. Mccrea,it,Female,"H, Hastings (north/nord), Ontario, Canada",it,it,it,it
Alfred Morisse,it,Male,"C(1), Cumberland, Nova Scotia, Canada",it,it,it,it
A Mary Dufffett,en,Male,"V, Jacques-cartier, Quebec, Canada",en,en,en,en
Blanche Grant,ir,Female,"N, Kamouraska, Quebec, Canada",ir,ir,ir,ir
D. Alex Connors,ja,Female,"F, Yale & Cariboo, British Columbia, Canada",ja,ja,ja,ja
Helen E M Richter,en,Female,"D, Glengarry, Ontario, Canada",en,en,en,en
Alphonsine Lambert,others,Female,"K, Macdonald, Manitoba, Canada",others,others,others,others
Thomes Ogrady,fr,Female,"T, Inverness, Nova Scotia, Canada",fr,fr,fr,fr
Christopher Lang,rus,Male,"B, Québec (city/cité) (west/ouest), Quebec, Canada",rus,rus,rus,rus
John Compland,ja,Female,"D, Vancouver, British Columbia, Canada",ja,ja,ja,ja
Sarah Cole,it,Male,"J, Hastings (north/nord), Ontario, Canada",it,it,it,it
Omer Desroches,en,Female,"F, Winnipeg (city/cité), Manitoba, Canada",en,en,en,en
Emelda Lapointe,it,Male,"F, Victoria, Nova Scotia, Canada",it,it,it,it
David Pride,others,Male,"D, Québec (city/cité) (east/est), Quebec, Canada",others,others,others,others
Norman Thompson,ir,Male,"H, Montmorency, Quebec, Canada",ir,ir,ir,ir
Bertha Paquin,en,Female,"G, L'islet, Quebec, Canada",en,en,en,en
"[Errno socket error] [Errno 8] _ssl.c:510: EOF occurred in violation of protocol, [error link] https://familysearch.org/pal:/MM9.1.1/KHPZ-7GZ",rus,Female,"B, Québec (city/cité) (east/est), Quebec, Canada",rus,rus,rus,rus
George H. Caldwell,ch,Female,"B, Kent, Ontario, Canada",ch,ch,ch,ch
Alexander Ogilvie,it,Male,"F, Bagot, Quebec, Canada",it,it,it,it
Lucia Rheaume,fr,Female,"S, Gaspé, Quebec, Canada",fr,fr,fr,fr
Noel Sauve,rus,Male,"C, Glengarry, Ontario, Canada",rus,rus,rus,rus
James Square,others,Male,"A, Gloucester, New Brunswick, Canada",others,others,others,others
Marie Leger,others,Male,"H, Shelburne & Queens (shelburne), Nova Scotia, Canada",others,others,others,others
Mat Kaski,rus,Male,"F, Lisgar, Manitoba, Canada",rus,rus,rus,rus
Christine Mcdougal,ab,Male,"C, Westmorland, New Brunswick, Canada",ab,,,
Harriet Rose,en,Male,"B, Montréal (city/cité), Quebec, Canada",en,en,en,en
Vanamb Weckwire,ab,Female,"N1, Nipissing, Ontario, Canada",ab,inuit,inuit,inuit
Welly Earl,fr,Female,"K, Hants, Nova Scotia, Canada",fr,fr,fr,fr
Alec Cruickshank,ab,Male,"B, Maisonneuve, Quebec, Canada",ab,inuit,inuit,inuit
Delina Drouin,rus,Male,"H, Brome, Quebec, Canada",rus,rus,rus,rus
Georgina Sherwood,en,Male,"K, Renfrew (north/nord), Ontario, Canada",en,en,en,en
Thomas Dillon,it,Male,"D, Hastings (east/est), Ontario, Canada",it,it,it,it
Bessie C Donovan,ch,Female,"F, Kent, New Brunswick, Canada",ch,ch,ch,ch
Tlahwinnuk,ab,Female,"D, Shefford, Quebec, Canada",ab,inuit,inuit,inuit
Richard Mann,ch,Male,"D, Saint-jean & Iberville, Quebec, Canada",ch,ch,ch,ch
William Taylor,others,Male,"H, Champlain, Quebec, Canada",others,others,others,others
Margert Adams,ab,Male,"O, Antigonish, Nova Scotia, Canada",ab,fn,fn,fn
Silas Carruthers,fr,Female,"A, Montréal (city/cité), Quebec, Canada",fr,fr,fr,fr
Flora Cardinal,others,Female,"G, Grey (south/sud), Ontario, Canada",others,others,others,others
Joseph Bèrubè,sc,Female,"L, Deux-montagnes, Quebec, Canada",sc,sc,sc,sc
Emily Sutherland,ir,Female,"Z, Cape Breton, Nova Scotia, Canada",ir,ir,ir,ir
Easter Baytn,en,Male,"E, York (west/ouest), Ontario, Canada",en,en,en,en
Marcella Reynolds,others,Female,"O, Colchester, Nova Scotia, Canada",others,others,others,others
Wilfred Lesieur,ch,Female,"X1, Nipissing, Ontario, Canada",ch,ch,ch,ch
Annie Mcvarick,others,Male,"B, Victoria (south/sud), Ontario, Canada",others,others,others,others
Dona Caron,it,Female,"D, Prescott, Ontario, Canada",it,it,it,it
Caroline Tait,ir,Female,"B, Wentworth (south/sud), Ontario, Canada",ir,ir,ir,ir
John Cox,ab,Male,"B(2), Inverness, Nova Scotia, Canada",ab,inuit,inuit,inuit
Winnie Kerr,others,Male,"A, Middlesex (east/est), Ontario, Canada",others,others,others,others
Armantine Lamontagne,fr,Male,"T, Beauce, Quebec, Canada",fr,fr,fr,fr
Joseph Coulier,ir,Male,"A, Montréal (city/cité), Quebec, Canada",ir,ir,ir,ir
Catherine Graham,fr,Male,"C, Pictou, Nova Scotia, Canada",fr,fr,fr,fr
William C Cillott,it,Male,"G, Prince Edward, Ontario, Canada",it,it,it,it
Jerusha Graves,others,Female,"K, Renfrew (south/sud), Ontario, Canada",others,others,others,others
Edouard Gagnon,rus,Male,"G, Chicoutimi & Saguenay, Quebec, Canada",rus,rus,rus,rus
Virginie Jacques,sc,Male,"A, L'islet, Quebec, Canada",sc,sc,sc,sc
Willie Caron,rus,Male,"F, Unorganized Territories/territoires Non-organisés, The Territories, Canada",rus,rus,rus,rus
Kenneth Gilmour,sc,Male,"C, Russell, Ontario, Canada",sc,sc,sc,sc
Wacholar L Marshall,it,Female,"A, Peel, Ontario, Canada",it,it,it,it
Lilian Mcintosh,ir,Female,"K, Missisquoi, Quebec, Canada",ir,ir,ir,ir
Minnie Connin,rus,Female,"A, Montréal (city/cité), Quebec, Canada",rus,rus,rus,rus
Garnel Wolley,ja,Male,"A, Wentworth (south/sud), Ontario, Canada",ja,ja,ja,ja
Adolphe Allard,fr,Female,"A, Restigouche, New Brunswick, Canada",fr,fr,fr,fr
James S D Logan,en,Male,"M, Joliette, Quebec, Canada",en,en,en,en
May Davis,ch,Male,"M, Cape Breton, Nova Scotia, Canada",ch,ch,ch,ch
Foo Whong,ch,Female,"G, Lambton (east/est), Ontario, Canada",ch,ch,ch,ch
Thomas Bonner,ja,Female,"E, Compton, Quebec, Canada",ja,ja,ja,ja
William Fitzgerald,fr,Female,"C2, Assiniboia (east/est), The Territories, Canada",fr,fr,fr,fr
Eliza Rendy,ch,Male,"A, Joliette, Quebec, Canada",ch,ch,ch,ch
William Ross,rus,Female,"E, Berthier, Quebec, Canada",rus,rus,rus,rus
John M Pottruff,ab,Male,"F, Yale & Cariboo, British Columbia, Canada",ab,,,
Emile Guerin,ja,Male,"I, Wright, Quebec, Canada",ja,ja,ja,ja
Thomas C Rawding,ab,Male,"D, Halton, Ontario, Canada",ab,,,
Yvonne Leblane,sc,Male,"E, Elgin (east/est), Ontario, Canada",sc,sc,sc,sc
Lislie Bowman,others,Female,"B, Simcoe (north/nord), Ontario, Canada",others,others,others,others
David Silver,fr,Female,"D, Middlesex (east/est), Ontario, Canada",fr,fr,fr,fr
Lousia Commanda,sc,Female,"A, Ottawa (city/cité), Ontario, Canada",sc,sc,sc,sc
Bessie A Ring,ch,Female,"A, Montréal (city/cité), Quebec, Canada",ch,ch,ch,ch
John D Cameron,fr,Female,"I, Northumberland (east/est), Ontario, Canada",fr,fr,fr,fr
Harry Bowen,ir,Male,"A, Toronto (east/est) (city/cité), Ontario, Canada",ir,ir,ir,ir
Philippe Cloutier,sc,Male,"S, Halifax (county/comté), Nova Scotia, Canada",sc,sc,sc,sc
Agness Harlow,en,Male,"H, Richelieu, Quebec, Canada",en,en,en,en
Laura S Hartley,ab,Male,"E, Halifax (city/cité), Nova Scotia, Canada",ab,metis,metis,metis
Clarissa E Foster,ch,Male,"G, York (west/ouest), Ontario, Canada",ch,ch,ch,ch
Elizabeth Beckstead,fr,Female,"C, Middlesex (east/est), Ontario, Canada",fr,fr,fr,fr
Robert Pembers,others,Male,"L, Lévis, Quebec, Canada",others,others,others,others
Mand Solomon,ir,Female,"G, York (west/ouest), Ontario, Canada",ir,ir,ir,ir
Mcallan Kinnon,rus,Male,"I, Antigonish, Nova Scotia, Canada",rus,rus,rus,rus
J Thos Hurst,ab,Female,"T, Halifax (county/comté), Nova Scotia, Canada",ab,,,
August Becker,ir,Male,"C, Ottawa (city/cité), Ontario, Canada",ir,ir,ir,ir
Louis Poitras,others,Female,"A, Montréal (city/cité), Quebec, Canada",others,others,others,others
James Leppard,ch,Male,"N, Welland, Ontario, Canada",ch,ch,ch,ch
Num,ab,Male,"E, Macdonald, Manitoba, Canada",ab,,,
Chiles Sutherland,ch,Male,"C, Laprairie & Napierville, Quebec, Canada",ch,ch,ch,ch
Lancelot S Page,ab,Female,"H, Richelieu, Quebec, Canada",ab,fn,fn,fn
Susan Kelly,rus,Male,"G, Provencher, Manitoba, Canada",rus,rus,rus,rus
Leonce Beaudry,it,Male,,it,it,it,it
Fanna Hutton,ch,Female,"C, Bonaventure, Quebec, Canada",ch,ch,ch,ch
D. Andrew Mckenzie,others,Male,"H, Brome, Quebec, Canada",others,others,others,others
William V. A Pirie,fr,Male,"A, Montréal (city/cité), Quebec, Canada",fr,fr,fr,fr
Mary Duignan,ab,Female,"H, Rouville, Quebec, Canada",ab,inuit,inuit,inuit
Thomas O Steele,ab,Male,"B, London (city/cité), Ontario, Canada",ab,,,
Roméo Bouchér,ja,Female,"E4, Assiniboia (east/est), The Territories, Canada",ja,ja,ja,ja
Elizabeth Latimer,rus,Female,"D, Northumberland (west/ouest), Ontario, Canada",rus,rus,rus,rus
Ralph Smith,sc,Female,"F, Dundas, Ontario, Canada",sc,sc,sc,sc
John Burt,en,Male,"I, Carleton, Ontario, Canada",en,en,en,en
Rebecca M Forbes,fr,Female,"C, Ontario (north/nord), Ontario, Canada",fr,fr,fr,fr
Jean Bte Gingras,sc,Female,"D, Unorganized Territories/territoires Non-organisés, The Territories, Canada",sc,sc,sc,sc
Wilfred Déveau,fr,Female,"F, Glengarry, Ontario, Canada",fr,fr,fr,fr
Adelaide Demmil,en,Female,"B, Toronto (west/ouest) (city/cité), Ontario, Canada",en,en,en,en
Sameny Klins,others,Male,"X, Lunenburg, Nova Scotia, Canada",others,others,others,others
Belich Lafleur,it,Male,"I1, Drummond & Arthabaska, Quebec, Canada",it,it,it,it
Usup Ursepnanky,en,Female,"C, Grey (north/nord), Ontario, Canada",en,en,en,en
William J Wilson,en,Female,"I, Terrebonne, Quebec, Canada",en,en,en,en
Catherine Burke,rus,Male,"F, Maisonneuve, Quebec, Canada",rus,rus,rus,rus
William T Bruce,sc,Male,"C, Saint John (city/cité), New Brunswick, Canada",sc,sc,sc,sc
Arzene Paquet,ir,Male,"M, Hastings (north/nord), Ontario, Canada",ir,ir,ir,ir
Leocadie Lalande,ir,Female,"I, Terrebonne, Quebec, Canada",ir,ir,ir,ir
Mary Dupie,others,Female,"H, Selkirk, Manitoba, Canada",others,others,others,others
Alexander Moir,ja,Female,"D, London (city/cité), Ontario, Canada",ja,ja,ja,ja
May Jane Bateman,ab,Female,"V, Labelle, Quebec, Canada",ab,,,
Annie Gallaher,ja,Female,"C, Drummond & Arthabaska, Quebec, Canada",ja,ja,ja,ja
Mary J Mcintyre,it,Female,"G, Kent, New Brunswick, Canada",it,it,it,it
Edgar Guilbault,ab,Male,"M, Cape Breton, Nova Scotia, Canada",ab,metis,metis,metis
Albert Howard,fr,Female,"H, Kent, Ontario, Canada",fr,fr,fr,fr
W. Carrie Lynds,fr,Female,"J, Argenteuil, Quebec, Canada",fr,fr,fr,fr
Orida Tetreault,ch,Female,"A, Montréal (city/cité), Quebec, Canada",ch,ch,ch,ch
Albertina Moisan,others,Male,"T, Chambly & Verchères, Quebec, Canada",others,others,others,others
Angelique Poirier,ab,Male,"A, Richelieu, Quebec, Canada",ab,metis,metis,metis
Charles Gamble,fr,Female,"A, Montréal (city/cité), Quebec, Canada",fr,fr,fr,fr
Yvette Lamontagne,sc,Female,"F, Halifax (city/cité), Nova Scotia, Canada",sc,sc,sc,sc
Corinne Coutee,ab,Female,"A, Montmorency, Quebec, Canada",ab,,,
Ruby Lemmon,ab,Male,"M, Simcoe (east/est), Ontario, Canada",ab,metis,metis,metis
John Tanner,ir,Female,"C, Hochelaga, Quebec, Canada",ir,ir,ir,ir
John A Irwin,ir,Male,"K, Châteauguay, Quebec, Canada",ir,ir,ir,ir
Joseph W Laliberté,ja,Female,"G, Grey (south/sud), Ontario, Canada",ja,ja,ja,ja
Edmond Lavoie,ch,Male,"I, Kings, Prince Edward Island, Canada",ch,ch,ch,ch
Jenny Lewis,en,Male,"F, Addington, Ontario, Canada",en,en,en,en
Alphonse Boileau,ch,Male,"C, Québec (city/cité) (east/est), Quebec, Canada",ch,ch,ch,ch
Grace Romcke,en,Female,"C, Glengarry, Ontario, Canada",en,en,en,en
Alfred S White,ir,Male,"A, Perth (north/nord), Ontario, Canada",ir,ir,ir,ir
Cassie Mcdonald,en,Female,"E, Kent, Ontario, Canada",en,en,en,en
Magaret Shelly,ja,Female,"D, Québec (city/cité) (centre), Quebec, Canada",ja,ja,ja,ja
Charles Gill,rus,Male,"M, Temiscouata, Quebec, Canada",rus,rus,rus,rus
Walter Bragg,ja,Female,"B, Hochelaga, Quebec, Canada",ja,ja,ja,ja
John S Creen,en,Male,"I(1), Halifax (county/comté), Nova Scotia, Canada",en,en,en,en
A. H Collins,sc,Female,"Q, Brandon, Manitoba, Canada",sc,sc,sc,sc
William J Pride,rus,Female,"D, Waterloo (north/nord), Ontario, Canada",rus,rus,rus,rus
Louis Lariviere,ch,Female,"P4, Alberta, The Territories, Canada",ch,ch,ch,ch
J C Parsons,sc,Female,"F, Maisonneuve, Quebec, Canada",sc,sc,sc,sc
David B,fr,Female,"I, Shefford, Quebec, Canada",fr,fr,fr,fr
Frank Barclay,it,Male,"Book/Livre 1, Assiniboia (east/est), The Territories, Canada",it,it,it,it
Jean Abel Denis,fr,Female,"J, Yarmouth, Nova Scotia, Canada",fr,fr,fr,fr
Arthur Lemire,ch,Female,"D, Prescott, Ontario, Canada",ch,ch,ch,ch
Helen Smalley,fr,Male,"I, Bothwell, Ontario, Canada",fr,fr,fr,fr
Eugène Locas,ja,Female,"J, Yale & Cariboo, British Columbia, Canada",ja,ja,ja,ja
Etta Cliff,rus,Female,"D, Essex (south/sud), Ontario, Canada",rus,rus,rus,rus
Eva F Buggs,ch,Male,"A, Queen's (west/ouest), Prince Edward Island, Canada",ch,ch,ch,ch
Mary E. Dewar,others,Male,"F, Rouville, Quebec, Canada",others,others,others,others
Josephine Turner,en,Male,"F, Dundas, Ontario, Canada",en,en,en,en
Mary Schelling,sc,Male,"K, Richelieu, Quebec, Canada",sc,sc,sc,sc
Exina Maurice,ja,Male,"I, Montmorency, Quebec, Canada",ja,ja,ja,ja
Flossie Oliver,ab,Female,"C(1), Muskoka & Parry Sound, Ontario, Canada",ab,fn,fn,fn
James P Flett,rus,Female,"D, Middlesex (south/sud), Ontario, Canada",rus,rus,rus,rus
John Buckman,ja,Female,"B, Durham (east/est), Ontario, Canada",ja,ja,ja,ja
Albert White,it,Female,"Z, Cape Breton, Nova Scotia, Canada",it,it,it,it
Francois Plante,it,Female,"A, Bruce (west/ouest), Ontario, Canada",it,it,it,it
Sadie Bolton,ch,Female,"H, Trois-rivières & Saint-maurice, Quebec, Canada",ch,ch,ch,ch
"list index out of range, [error link] https://familysearch.org/pal:/MM9.1.1/KHG3-Y3T",ch,Female,"P, Peterborough (east/est), Ontario, Canada",ch,ch,ch,ch
Richard Robinson,ja,Male,"I, Guysborough, Nova Scotia, Canada",ja,ja,ja,ja
Harry Opyama,en,Female,"G, Essex (north/nord), Ontario, Canada",en,en,en,en
Fabien Broum,en,Male,"I, Renfrew (north/nord), Ontario, Canada",en,en,en,en
Edward Powers,rus,Male,"C, Simcoe (east/est), Ontario, Canada",rus,rus,rus,rus
Eduard Anderson,others,Female,"D, Charlevoix, Quebec, Canada",others,others,others,others
Olive Hachée,sc,Male,"H, York (west/ouest), Ontario, Canada",sc,sc,sc,sc
George S Freeland,en,Female,"E, Halifax (city/cité), Nova Scotia, Canada",en,en,en,en
Amelia Wark,rus,Male,"C, Hastings (north/nord), Ontario, Canada",rus,rus,rus,rus
Francois Lacharite,it,Female,"C, Bothwell, Ontario, Canada",it,it,it,it
Joseph Ferron,fr,Female,"B, Labelle, Quebec, Canada",fr,fr,fr,fr
Joséphine Naud,others,Female,"G, Ottawa (city/cité), Ontario, Canada",others,others,others,others
Maggie Whitehead,ja,Male,"N2, Algoma, Ontario, Canada",ja,ja,ja,ja
Léa Bonneau,ab,Female,"G, Yamaska, Quebec, Canada",ab,,,
Marie Evang Girouard,sc,Female,"F, Laprairie & Napierville, Quebec, Canada",sc,sc,sc,sc
Charles Hobson,rus,Female,"G, Inverness, Nova Scotia, Canada",rus,rus,rus,rus
Yvonne Vacio,fr,Male,"M, Sunbury & Queens, New Brunswick, Canada",fr,fr,fr,fr
Bridget Bogue,ja,Male,"D, Prescott, Ontario, Canada",ja,ja,ja,ja
Groge R Michaud,sc,Female,"C, Waterloo (south/sud), Ontario, Canada",sc,sc,sc,sc
Albert Strachan,ab,Male,"D, Burrard, British Columbia, Canada",ab,,,
Fred Ward,ja,Female,"A, Queen's (west/ouest), Prince Edward Island, Canada",ja,ja,ja,ja
Mounique Desveaux,ir,Male,"D, Colchester, Nova Scotia, Canada",ir,ir,ir,ir
Allen R Richie,ja,Male,"A, Prince (east/est), Prince Edward Island, Canada",ja,ja,ja,ja
Rosalie Samson,sc,Female,"B, Prince (west/ouest), Prince Edward Island, Canada",sc,sc,sc,sc
Richard I Foster,others,Male,"V2, Alberta, The Territories, Canada",others,others,others,others
Lulu A Stiles,others,Male,"C, Huntingdon, Quebec, Canada",others,others,others,others
Mand Huffman,it,Male,"C, Grey (south/sud), Ontario, Canada",it,it,it,it
Pink Dawson,it,Male,"D, Selkirk, Manitoba, Canada",it,it,it,it
Antoinette Laverdiere,ab,Male,"O3, Assiniboia (east/est), The Territories, Canada",ab,metis,metis,metis
Jeremie Réognier,ch,Male,"C, Grenville (south/sud), Ontario, Canada",ch,ch,ch,ch
Margery Labelle,it,Male,"G, Saint-hyacinthe, Quebec, Canada",it,it,it,it
Bertha R Garnet,ir,Female,"J, Sunbury & Queens, New Brunswick, Canada",ir,ir,ir,ir
Jennie Ross,ir,Female,"C, Ottawa (city/cité), Ontario, Canada",ir,ir,ir,ir
Eva Dupont,fr,Male,"F, Digby, Nova Scotia, Canada",fr,fr,fr,fr
Mary A Lewis,en,Female,"B, Montréal (city/cité), Quebec, Canada",en,en,en,en
Alesuerth Faller,sc,Male,"K, Pictou, Nova Scotia, Canada",sc,sc,sc,sc
John Smith,ch,Male,"D, Prescott, Ontario, Canada",ch,ch,ch,ch
James Falls,it,Male,"G, Rouville, Quebec, Canada",it,it,it,it
Winnie Linn,ja,Male,"A, London (city/cité), Ontario, Canada",ja,ja,ja,ja
James Mccarroll,ch,Female,"G, Mégantic, Quebec, Canada",ch,ch,ch,ch
Smith Edward Coudy,sc,Male,"T(1), Halifax (county/comté), Nova Scotia, Canada",sc,sc,sc,sc
Elizabeth Gilmor,ja,Female,"O, Prince (west/ouest), Prince Edward Island, Canada",ja,ja,ja,ja
Pornnèla Bricault,rus,Female,"F, Lévis, Quebec, Canada",rus,rus,rus,rus
Wm Mcphail,ch,Male,"I, Brandon, Manitoba, Canada",ch,ch,ch,ch
Fredrick H. Paisley,ab,Female,"S, Nipissing, Ontario, Canada",ab,,,
Mildred Reynolds,rus,Male,"A, Ontario (west/ouest), Ontario, Canada",rus,rus,rus,rus
Ronald A C Grant,sc,Female,"A, Montréal (city/cité), Quebec, Canada",sc,sc,sc,sc
Delphine Daout,ir,Female,"C, Hochelaga, Quebec, Canada",ir,ir,ir,ir
Samuel L. Baudro,it,Male,"B, Toronto (west/ouest) (city/cité), Ontario, Canada",it,it,it,it
Gerald Goldwater,en,Female,"A, York, New Brunswick, Canada",en,en,en,en
Napolèon Dodelin,ab,Male,"D, Victoria, British Columbia, Canada",ab,metis,metis,metis
Agnes Hasting,en,Male,"F, Lambton (west/ouest), Ontario, Canada",en,en,en,en
Peter Peters,en,Female,"L, Haldimand & Monck, Ontario, Canada",en,en,en,en
Cénora Boivin,ch,Female,"D, Hochelaga, Quebec, Canada",ch,ch,ch,ch
Murdock R Matheson,fr,Female,"N, Halifax (county/comté), Nova Scotia, Canada",fr,fr,fr,fr
Marie Dallaire,fr,Male,"D, Beauharnois, Quebec, Canada",fr,fr,fr,fr
Hattie M Gardner,others,Female,"B, Gloucester, New Brunswick, Canada",others,others,others,others
Marion Hellard,others,Male,"G, Ottawa (city/cité), Ontario, Canada",others,others,others,others
Xavier Hurdy,en,Male,"E, York, New Brunswick, Canada",en,en,en,en
George Croadis,ch,Male,"C, Lincoln & Niagara, Ontario, Canada",ch,ch,ch,ch
Elmer Ewell,ir,Male,"Y4, Alberta, The Territories, Canada",ir,ir,ir,ir
Thomas Mcfaddan,fr,Male,"I, Berthier, Quebec, Canada",fr,fr,fr,fr
Annie Maloney,fr,Male,"N, Saskatchewan, The Territories, Canada",fr,fr,fr,fr
John Karfielf,ja,Male,"F(1), Chicoutimi & Saguenay, Quebec, Canada",ja,ja,ja,ja
Olive B Brown,ab,Male,"F, Ontario (west/ouest), Ontario, Canada",ab,,,
Gertrude Morphy,fr,Male,"B, Toronto (east/est) (city/cité), Ontario, Canada",fr,fr,fr,fr
Effie Bush,it,Female,"Q3, Algoma, Ontario, Canada",it,it,it,it
Eirnig Jonsson,rus,Female,"B, Victoria (south/sud), Ontario, Canada",rus,rus,rus,rus
Mary E Allewell,it,Male,"B, Huron (west/ouest), Ontario, Canada",it,it,it,it
John Dundon,rus,Female,"B, Wentworth & Brant (north/nord), Ontario, Canada",rus,rus,rus,rus
Andrew A Jacobs,ir,Male,"E, Ottawa (city/cité), Ontario, Canada",ir,ir,ir,ir
Ella Leary,ab,Male,"V, Rimouski, Quebec, Canada",ab,inuit,inuit,inuit
Elizabeth Treanor,ab,Male,"H, Gloucester, New Brunswick, Canada",ab,,,
Percy Field,ja,Male,"T, Nicolet, Quebec, Canada",ja,ja,ja,ja
Sarrah A Scatt,ja,Male,"N, Lotbinière, Quebec, Canada",ja,ja,ja,ja
Elizabeth Ward,ab,Female,"K, Ontario (north/nord), Ontario, Canada",ab,,,
Wilfrid Bellenore,others,Female,"B, Montmorency, Quebec, Canada",others,others,others,others
Charles Borwn,fr,Female,"B, Toronto (west/ouest) (city/cité), Ontario, Canada",fr,fr,fr,fr
Stanley Thomas,ch,Male,"A, Prince (east/est), Prince Edward Island, Canada",ch,ch,ch,ch
John W. Marshell,ab,Female,"E, Lisgar, Manitoba, Canada",ab,,,
William H Anderson,ja,Female,"C, Grenville (south/sud), Ontario, Canada",ja,ja,ja,ja
Alice Mcray,ja,Male,"C, Grenville (south/sud), Ontario, Canada",ja,ja,ja,ja
